zip_code,lat,lon
48715,21.565790827357915,-101.25388746508268
58092,21.10522307143323,-99.17542635090328
20680,22.062392156197923,-97.74379248216366
73179,23.507507043201898,-101.00911021513112
77997,21.32849491566754,-100.50042263866506
59790,22.197640254422055,-97.61662347148622
65933,21.645740977250682,-101.12778710728703
77966,19.165191863963148,-98.70779296859372
65170,22.93700679186687,-97.45046531345136
28065,21.073719996543396,-100.56149913690093
77247,21.291271699146208,-101.89430415077396
42099,21.019890374718333,-100.99962277712527
27077,22.995576845583635,-100.37046927968731
56403,20.248210580054668,-100.29020496325352
28007,20.619163824165813,-101.24575413037749
56823,20.68179976196382,-97.64676339773722
28969,20.889757101642285,-98.69985655703188
88595,23.969863700805252,-100.22181771147466
45609,22.149493730213234,-100.45333896421323
59128,23.70017045175423,-100.81675931045179
65602,21.00639282111277,-100.32617295794977
54665,21.606245935636352,-100.8659917747283
54508,21.709120690312755,-98.6818076960898
68058,21.903785824669782,-100.9713800050946
38988,23.764978263669107,-98.95786092030333
55958,20.613974606011325,-97.55033752259023
33217,23.801627072938892,-100.82198198942498
44153,23.966838378105727,-101.62166420976156
54573,22.480916758156457,-98.745406060979
21425,21.095078978297657,-101.14075548403014
63460,20.491134640683274,-98.21755970710706
55868,21.008428690844767,-100.3550553933377
55754,19.896885385488336,-99.51293007703278
91816,19.800906889419995,-101.46539123017409
50093,23.561716796798745,-99.52825126349919
54507,21.410811293024377,-98.91191488593891
45397,19.603511076058563,-100.02660187852698
54483,21.648531074702976,-97.95990130390312
20953,19.020313346087974,-100.06918640813429
98696,19.838473284169336,-100.82259939625249
62166,19.893571772888752,-98.98376661512782
77649,20.79374184402076,-100.87091486317476
45240,23.319591805949937,-101.70669887822012
78400,20.53843259669472,-100.73102065968826
83266,23.830299655713098,-99.29080011391443
49996,23.577269032150042,-99.78107514669696
62845,19.28025669241672,-98.75865974042861
96552,19.106158544957953,-101.62681298470136
28409,23.129577559106536,-99.26311301890179
79068,22.708344678072866,-97.29598058426393
60710,20.902916531482145,-99.21960270971638
42856,20.0862972500561,-97.43418220342505
86100,19.72834627552065,-99.72536497742989
54572,23.72546097685639,-100.0142734230684
91161,21.59105034933104,-99.24833465486671
45496,22.64998634763584,-99.74262657846826
53104,23.799804650974778,-97.64068156488713
40360,23.599102781363023,-100.46735215773019
42486,19.862165956726127,-99.55267403083378
65931,23.030107350050685,-100.05269939136143
39083,21.480780849002063,-97.71617981568276
29637,21.455281734425384,-100.66767645360046
45334,23.623913699629338,-99.2262090520474
45468,23.9784734921512,-100.09623889407638
54220,22.7375304015037,-100.83496930001948
87169,20.27763750105305,-98.87639388534717
77042,22.19713399228942,-101.87494622388667
55979,21.34073077089064,-98.04840754658868
20730,20.516332034852436,-98.91206875112293
67459,23.796405458789984,-98.15699530376519
54640,19.090627173486034,-99.72201366058992
77407,22.2913125613249,-101.4818551529427
54553,21.35921934342263,-99.72655818106745
83279,21.052213823614927,-98.06372949016888
53975,21.47381283722611,-98.51637673153469
27091,19.41760260576793,-101.13812846066402
31833,21.83562014300992,-100.54817132068307
86469,20.327670283366523,-100.50692780070001
98088,20.98744438490729,-101.05244215083093
29105,23.390496745382464,-100.25440676582149
54543,23.217491881621996,-97.10278657402799
65309,19.317239176378365,-101.99787032109312
31200,19.22804651042697,-100.982765125688
45238,22.979321843800207,-101.55035301167544
38412,20.43742847683419,-98.44762926590083
40080,20.357455566299727,-99.2904670276278
76027,22.242486099894414,-98.49315229515662
36069,22.421204762060366,-101.52081345761597
45413,23.1047138255417,-98.80937462049337
45510,22.42289175116847,-99.24269143173281
34004,20.180240448687172,-101.48416982884642
77713,20.950499699894234,-100.5791778801006
28020,23.528198380872603,-98.5687292148665
45838,21.540315560450075,-100.3852256616849
65587,23.460854407700253,-98.05291546222846
67973,19.77598190305135,-101.75580230628336
56780,20.00842359312966,-97.96666003314691
77405,19.217649869046213,-97.1631206008955
21714,22.867112439762607,-101.65019580156546
83130,21.598889709467603,-100.63339156715138
39019,22.385629134001352,-98.07544321956445
67303,19.158287370211735,-97.15598119272067
80042,22.19713399228942,-101.87494622388667
52536,22.718843467206796,-98.84818955016982
26794,20.538286401425808,-99.39161520871967
23003,20.189823135459456,-99.27885387352023
27697,19.683932324894993,-101.72165080659755
33997,21.32849491566754,-100.50042263866506
66683,20.987400530050554,-97.61322283297011
28077,22.995576845583635,-100.37046927968731
54408,22.99160756598556,-99.79792050775119
86438,20.040286368011298,-99.1199036201451
76663,23.44296399833186,-98.92734244751063
20373,19.1701874701868,-97.58856406580519
43495,22.42276897891155,-101.0592207794635
39055,19.451699271346747,-97.24683217718278
80154,20.01571153187764,-97.38917728550162
20947,19.995056766711556,-100.61690316670591
67478,23.82075789298283,-97.81626999561385
54482,21.605498306282104,-100.49706884913532
91370,19.621309527250023,-97.8478589390018
36998,19.82418980000489,-97.23935956502143
56021,19.82474739916599,-98.55116537891216
28184,20.379589550487697,-100.79754086230194
29099,21.019890374718333,-100.99962277712527
45531,23.510581036267606,-98.5861858380476
20684,20.939752349968053,-98.9776159735003
77616,19.13342912080434,-99.76026410898692
37489,23.694559385018074,-101.10159995344215
37081,21.52970206885124,-99.73357643417687
36073,20.39907736786494,-99.48929778187633
68119,23.63156429253507,-101.10090525677342
97597,19.50765938913565,-101.22323013630765
56137,19.361832871347353,-99.94952439793771
86803,19.545851185416026,-99.55851050738474
54589,19.603335549622766,-98.78068365059067
52849,19.0149133305164,-101.73543834477645
77546,19.0708730994303,-100.01647337544587
76356,22.249529303657777,-99.6429790310203
66578,22.817893873536754,-101.18274534230629
29886,19.95510451134614,-99.20242468917726
22829,20.031202163519808,-99.64839687034065
25319,19.889686156166203,-97.40681544540035
33568,19.51003594082179,-99.31257003539852
88671,23.010037503670585,-101.3190402972523
86302,23.82601998588034,-99.30490826561419
39093,23.561716796798745,-99.52825126349919
77310,21.755279059239868,-101.05505528066998
25939,23.588089812452754,-101.29265002835098
54399,19.176139218972665,-98.44252257000791
65493,23.48402062998195,-98.58325500992707
88673,21.64863946881448,-99.76547609338118
77512,19.094934769523427,-99.80371650524823
20987,21.663773777222968,-99.35592109081622
28930,23.758086261143,-98.0113041815739
56816,19.800906889419995,-101.46539123017409
62265,23.046577974864725,-99.60967720936033
27859,21.862286970523254,-100.90165332250682
82328,22.21034105503903,-98.23367993802204
29051,20.217588813546683,-99.48895505248422
76979,21.34073077089064,-98.04840754658868
67130,21.598889709467603,-100.63339156715138
58255,19.276490909025426,-98.79753539576518
46311,23.102210226078093,-100.7140990151072
78835,22.08518766000657,-97.2437464627627
63506,22.78694365857926,-99.5481112946459
64909,20.029811749755595,-100.01277236457086
28074,23.298642225959327,-99.4236008574344
50989,23.336773793485754,-98.0892379604213
65607,22.48855525546591,-97.1083772347863
50939,23.588089812452754,-101.29265002835098
45143,23.53185577630731,-97.74299812492276
63373,19.1701874701868,-97.58856406580519
36354,20.069404713728538,-101.5667022962196
25303,19.158287370211735,-97.15598119272067
55914,19.289634440104628,-97.98531962245416
79698,23.299333385657917,-97.27663803243895
26461,22.60099130544552,-98.20079621424452
54404,19.437231918105685,-99.97079924901277
62054,23.568214862774454,-101.31260990206384
98036,20.64350260266549,-97.08393041711861
28024,22.561714939134593,-97.80100131844063
55756,21.295953365793327,-100.64383471690188
88542,21.402804088306368,-101.18936422388258
84156,21.438897394299794,-97.55526395364545
67467,20.262377816401475,-99.98396974537485
48638,22.15550346793884,-99.63453361666596
22783,21.74752905953387,-97.63870559576551
77626,20.82735948913734,-101.39101471659178
29128,23.70017045175423,-100.81675931045179
84829,20.031202163519808,-99.64839687034065
66772,19.52264526048642,-97.86658045775637
34356,22.249529303657777,-99.6429790310203
52862,21.824973864347665,-100.97663170004742
59209,21.78519074086843,-101.88319508100648
98281,19.09925269732215,-100.73761154275113
25173,20.620633620289365,-98.65704638439804
88640,19.090627173486034,-99.72201366058992
23056,23.82959594012472,-99.20122043000548
31547,19.226749408060215,-98.48337925715315
34465,19.958385205382328,-100.89181483308363
79996,23.577269032150042,-99.78107514669696
86067,19.373968784365555,-98.16999632088893
55785,21.576515715356532,-97.48785875795787
87052,23.891774291854983,-101.7273867249477
54484,21.859514249750283,-99.7838952718463
26234,20.70926579329223,-97.67202374124632
92790,22.197640254422055,-97.61662347148622
54506,22.78694365857926,-99.5481112946459
45577,20.95815851352489,-98.49146340489266
42023,23.624326258129727,-97.25697111003412
91435,23.92084882512022,-97.67447639283567
36556,22.444422054021665,-101.06025610869321
56743,22.500553887697265,-100.57981068703602
67531,23.510581036267606,-98.5861858380476
77376,22.361421180192746,-98.39891917239468
26542,21.402804088306368,-101.18936422388258
77070,23.54884618961936,-100.52960479620661
65680,22.062392156197923,-97.74379248216366
54213,19.76073141421646,-100.89751023485508
97677,22.14688693980323,-98.78181618207701
32392,22.07637978041778,-99.73250321074859
34406,21.105082680600518,-99.91530438572906
68135,22.347675180941202,-98.87265643316144
99032,19.38710891926652,-100.93191605267506
29890,19.241887191462826,-100.45228939192872
54246,23.635373877743874,-99.41661591873272
29082,19.72360276316834,-99.55051337244272
85085,19.9979435317705,-98.92473699077514
39139,19.007550863900853,-98.52506360351322
50290,21.713481818965995,-100.3084155291199
91561,21.96284040544141,-101.01720281022263
55532,20.048404896854287,-98.90949841786656
97517,23.06071128070083,-97.19891330145815
45185,23.501119399296563,-97.97624647941231
66687,21.02807821168457,-101.30929143642827
66554,21.57682823919325,-101.13783923299607
20347,20.7512408494743,-99.65233353734574
26687,21.02807821168457,-101.30929143642827
86715,21.565790827357915,-101.25388746508268
65005,22.11450847444851,-98.29106505369636
54419,22.121470052099234,-98.38700749252197
56791,22.377008259506756,-99.02918324576751
70557,19.123300161383117,-101.49116462175478
55988,23.764978263669107,-98.95786092030333
62045,20.359377071920456,-99.55985896074546
45226,21.42025472342436,-97.71645156884257
80033,21.851642115684367,-98.83883502210611
60698,23.299333385657917,-97.27663803243895
25231,23.272548296369397,-97.18953933844674
65690,20.63258659545247,-99.68246058470727
27254,20.874018777198643,-100.74522371552597
35049,19.334419881713757,-99.9337859178587
28227,20.995290700689765,-97.91956719917653
77736,20.264965201532156,-101.64504793143584
74818,21.34953409190304,-100.40217628367306
67443,22.783144396767586,-101.8935814708969
45103,23.895250600363873,-99.71850861854075
20966,19.165191863963148,-98.70779296859372
27648,22.21002089152312,-99.14741653512432
20967,23.99188432566942,-101.38513106794235
26025,20.88481151195193,-97.3660574613684
65686,23.926293338787552,-99.37236978340903
20922,19.25085492083278,-97.36513101990447
20157,22.058216962624428,-100.87599784282565
67018,19.906324316666108,-98.69284725752378
83062,23.639957829388372,-101.13486554975978
29140,22.857954698491653,-101.52493775523465
54241,22.44078445932849,-98.2338415494665
44293,21.387895378084743,-101.42896864447529
66249,20.35544030304286,-97.71767346545761
83287,21.779966183937706,-100.4320344305158
63089,19.405453323119424,-98.96598605427035
55792,21.857428974920275,-99.40146432889597
23031,19.061391236989877,-101.43800569459881
63525,23.133635444402227,-97.13014807863539
45405,19.217649869046213,-97.1631206008955
63406,21.105082680600518,-99.91530438572906
77825,20.352376663783417,-97.11468728122016
56665,21.606245935636352,-100.8659917747283
